"gene"	"chr"	"start"	"end"	"size"	"ARtal"	"enhid"
"LINC01629"	"14"	77385095	77385726	632	20	10048
"IRF2BPL"	"14"	77385095	77385726	632	20	10048
"LOC283575"	"14"	77385095	77385726	632	20	10048
"LOC102724190"	"14"	77385095	77385726	632	20	10048
"CIPC"	"14"	77385095	77385726	632	20	10048
"POMT2"	"14"	77385095	77385726	632	20	10048
"GSTZ1"	"14"	77385095	77385726	632	20	10048
"ANGEL1"	"14"	77385095	77385726	632	20	10048
"PSMC1"	"14"	90503661	90504204	544	20	10050
"EFCAB11"	"14"	90503661	90504204	544	20	10050
"TDP1"	"14"	90503661	90504204	544	20	10050
"YY1"	"14"	100506209	100506757	549	20	10053
"EIF5"	"14"	103871087	103871649	563	20	10054
"SNORA28"	"14"	103871087	103871649	563	20	10054
"CKB"	"14"	103871087	103871649	563	20	10054
"TRMT61A"	"14"	103871087	103871649	563	20	10054
"FOXB1"	"15"	60078122	60078664	543	20	10060
"BNIP2"	"15"	60078122	60078664	543	20	10060
"PML"	"15"	74303822	74304425	604	20	10063
"STOML1"	"15"	74303822	74304425	604	20	10063
"HYKK"	"15"	78741535	78742072	538	20	10064
"IREB2"	"15"	78741535	78742072	538	20	10064
"IGF1R"	"15"	99348551	99349206	656	20	10066
"IRAIN"	"15"	99348551	99349206	656	20	10066
"MIR4714"	"15"	99348551	99349206	656	20	10066
"LINC01195"	"16"	9459094	9459599	506	20	10069
"ZNF688"	"16"	30428983	30429604	622	20	10072
"ZNF771"	"16"	30428983	30429604	622	20	10072
"DCTPP1"	"16"	30428983	30429604	622	20	10072
"ZNF747"	"16"	30428983	30429604	622	20	10072
"ZNF764"	"16"	30428983	30429604	622	20	10072
"ZNF689"	"16"	30428983	30429604	622	20	10072
"PRR14"	"16"	30428983	30429604	622	20	10072
"ZNF48"	"16"	30428983	30429604	622	20	10072
"TBC1D10B"	"16"	30428983	30429604	622	20	10072
"MYLPF"	"16"	30428983	30429604	622	20	10072
"SEPT1"	"16"	30428983	30429604	622	20	10072
"AKTIP"	"16"	53137204	53137704	501	20	10077
"LOC105371267"	"16"	53137204	53137704	501	20	10077
"CHD9"	"16"	53137204	53137704	501	20	10077
"CRNDE"	"16"	53927749	53928354	606	20	10078
"IRX5"	"16"	53927749	53928354	606	20	10078
"IRX3"	"16"	53927749	53928354	606	20	10078
"CFDP1"	"16"	75341994	75342601	608	20	10083
"TMEM170A"	"16"	75341994	75342601	608	20	10083
"BCAR1"	"16"	75341994	75342601	608	20	10083
"GSE1"	"16"	85384504	85385050	547	20	10087
"MIR5093"	"16"	85384504	85385050	547	20	10087
"INPP5K"	"17"	990913	991628	716	20	10088
"PITPNA-AS1"	"17"	990913	991628	716	20	10088
"GLOD4"	"17"	990913	991628	716	20	10088
"MRM3"	"17"	990913	991628	716	20	10088
"TIMM22"	"17"	990913	991628	716	20	10088
"MIR3183"	"17"	990913	991628	716	20	10088
"COPS3"	"17"	17094856	17095530	675	20	10091
"MYO1D"	"17"	31158573	31159109	537	20	10094
"TMEM98"	"17"	31158573	31159109	537	20	10094
"GPR179"	"17"	36484475	36485237	763	20	10095
"SOCS7"	"17"	36484475	36485237	763	20	10095
"MRPL45"	"17"	36484475	36485237	763	20	10095
"DNAJC7"	"17"	40124859	40125473	615	20	10096
"NKIRAS2"	"17"	40124859	40125473	615	20	10096
"RAB5C"	"17"	40124859	40125473	615	20	10096
"ACLY"	"17"	40124859	40125473	615	20	10096
"TTC25"	"17"	40124859	40125473	615	20	10096
"STH"	"17"	44050330	44051209	880	20	10097
"KANSL1-AS1"	"17"	44050330	44051209	880	20	10097
"HEXIM1"	"17"	44050330	44051209	880	20	10097
"HEXIM2"	"17"	44050330	44051209	880	20	10097
"MAPT"	"17"	44050330	44051209	880	20	10097
"MAPT-AS1"	"17"	44050330	44051209	880	20	10097
"MAPT-IT1"	"17"	44050330	44051209	880	20	10097
"CDC27"	"17"	45322844	45323328	485	20	10098
"SPAG9"	"17"	48981687	48982279	593	20	10099
"NME1-NME2"	"17"	48981687	48982279	593	20	10099
"NME1"	"17"	48981687	48982279	593	20	10099
"NME2"	"17"	48981687	48982279	593	20	10099
"MRPL27"	"17"	48981687	48982279	593	20	10099
"EME1"	"17"	48981687	48982279	593	20	10099
"SPATA20"	"17"	48981687	48982279	593	20	10099
"LOC105371824"	"17"	48981687	48982279	593	20	10099
"TOB1"	"17"	48981687	48982279	593	20	10099
"TOB1-AS1"	"17"	48981687	48982279	593	20	10099
"ANKRD40"	"17"	48981687	48982279	593	20	10099
"APPBP2"	"17"	58544372	58544813	442	20	10100
"PPM1D"	"17"	58544372	58544813	442	20	10100
"HEATR6"	"17"	58544372	58544813	442	20	10100
"LOC105371849"	"17"	58544372	58544813	442	20	10100
"USP32"	"17"	58544372	58544813	442	20	10100
"BCAS3"	"17"	58544372	58544813	442	20	10100
"RAC3"	"17"	79688879	79689813	935	20	10104
"DCXR"	"17"	79688879	79689813	935	20	10104
"ARL16"	"17"	79688879	79689813	935	20	10104
"HGS"	"17"	79688879	79689813	935	20	10104
"GCGR"	"17"	79688879	79689813	935	20	10104
"ARHGDIA"	"17"	79688879	79689813	935	20	10104
"SIRT7"	"17"	79688879	79689813	935	20	10104
"MAFG"	"17"	79688879	79689813	935	20	10104
"MAFG-AS1"	"17"	79688879	79689813	935	20	10104
"ASPSCR1"	"17"	79688879	79689813	935	20	10104
"CENPX"	"17"	79688879	79689813	935	20	10104
"LRRC45"	"17"	79688879	79689813	935	20	10104
"FASN"	"17"	79688879	79689813	935	20	10104
"LINC01970"	"17"	79688879	79689813	935	20	10104
"SLC38A10"	"17"	79688879	79689813	935	20	10104
"BAHCC1"	"17"	79688879	79689813	935	20	10104
"MIR4740"	"17"	79688879	79689813	935	20	10104
"ACTG1"	"17"	79688879	79689813	935	20	10104
"NPLOC4"	"17"	79688879	79689813	935	20	10104
"TSPAN10"	"17"	79688879	79689813	935	20	10104
"OXLD1"	"17"	79688879	79689813	935	20	10104
"CCDC137"	"17"	79688879	79689813	935	20	10104
"MRPL12"	"17"	79688879	79689813	935	20	10104
"SLC25A10"	"17"	79688879	79689813	935	20	10104
"RAC3"	"17"	79694509	79695126	618	20	10105
"DCXR"	"17"	79694509	79695126	618	20	10105
"ARL16"	"17"	79694509	79695126	618	20	10105
"HGS"	"17"	79694509	79695126	618	20	10105
"GCGR"	"17"	79694509	79695126	618	20	10105
"ARHGDIA"	"17"	79694509	79695126	618	20	10105
"SIRT7"	"17"	79694509	79695126	618	20	10105
"MAFG"	"17"	79694509	79695126	618	20	10105
"MAFG-AS1"	"17"	79694509	79695126	618	20	10105
"ASPSCR1"	"17"	79694509	79695126	618	20	10105
"CENPX"	"17"	79694509	79695126	618	20	10105
"LRRC45"	"17"	79694509	79695126	618	20	10105
"FASN"	"17"	79694509	79695126	618	20	10105
"LINC01970"	"17"	79694509	79695126	618	20	10105
"SLC38A10"	"17"	79694509	79695126	618	20	10105
"BAHCC1"	"17"	79694509	79695126	618	20	10105
"MIR4740"	"17"	79694509	79695126	618	20	10105
"ACTG1"	"17"	79694509	79695126	618	20	10105
"NPLOC4"	"17"	79694509	79695126	618	20	10105
"TSPAN10"	"17"	79694509	79695126	618	20	10105
"OXLD1"	"17"	79694509	79695126	618	20	10105
"CCDC137"	"17"	79694509	79695126	618	20	10105
"MRPL12"	"17"	79694509	79695126	618	20	10105
"SLC25A10"	"17"	79694509	79695126	618	20	10105
"ALYREF"	"17"	79694509	79695126	618	20	10105
"ANAPC11"	"17"	79694509	79695126	618	20	10105
"PYCR1"	"17"	79694509	79695126	618	20	10105
"MYADML2"	"17"	79694509	79695126	618	20	10105
"ANKRD29"	"18"	21206637	21207390	754	20	10107
"LAMA3"	"18"	21206637	21207390	754	20	10107
"NPC1"	"18"	21206637	21207390	754	20	10107
"RPRD1A"	"18"	33624435	33625004	570	20	10109
"MOCOS"	"18"	33624435	33625004	570	20	10109
"LOC101927809"	"18"	33624435	33625004	570	20	10109
"ATP8B1"	"18"	55366110	55366694	585	20	10112
"NARS"	"18"	55366110	55366694	585	20	10112
"LMAN1"	"18"	56812258	56812844	587	20	10113
"TIMM13"	"19"	2579024	2579743	720	20	10117
"MIR7108"	"19"	2579024	2579743	720	20	10117
"LMNB2"	"19"	2579024	2579743	720	20	10117
"LINC01775"	"19"	2579024	2579743	720	20	10117
"GADD45B"	"19"	2579024	2579743	720	20	10117
"NUDT19"	"19"	33415014	33415766	753	20	10121
"PPP5C"	"19"	46817068	46817731	664	20	10127
"HIF3A"	"19"	46817068	46817731	664	20	10127
"PLA2G4C"	"19"	48593537	48594114	578	20	10128
"LIG1"	"19"	48593537	48594114	578	20	10128
"C19orf68"	"19"	48593537	48594114	578	20	10128
"PLA2G4C-AS1"	"19"	48593537	48594114	578	20	10128
"VRK3"	"19"	50513437	50513961	525	20	10131
"ZNF473"	"19"	50513437	50513961	525	20	10131
"AKT1S1"	"19"	50513437	50513961	525	20	10131
"TBC1D17"	"19"	50513437	50513961	525	20	10131
"IL4I1"	"19"	50513437	50513961	525	20	10131
"NUP62"	"19"	50513437	50513961	525	20	10131
"ATF5"	"19"	50513437	50513961	525	20	10131
"MIR4751"	"19"	50513437	50513961	525	20	10131
"ZNF350"	"19"	52461129	52462174	1046	20	10132
"ZNF615"	"19"	52461129	52462174	1046	20	10132
"ZNF614"	"19"	52461129	52462174	1046	20	10132
"ZNF649"	"19"	52461129	52462174	1046	20	10132
"ZNF613"	"19"	52461129	52462174	1046	20	10132
"ADI1"	"2"	3444111	3444616	506	20	10135
"RNASEH1"	"2"	3444111	3444616	506	20	10135
"RNASEH1-AS1"	"2"	3444111	3444616	506	20	10135
"TSSC1"	"2"	3444111	3444616	506	20	10135
"TRAPPC12"	"2"	3444111	3444616	506	20	10135
"RPS7"	"2"	3444111	3444616	506	20	10135
"KIDINS220"	"2"	9064407	9064944	538	20	10137
"PRKCE"	"2"	46265257	46265784	528	20	10143
"EPAS1"	"2"	46265257	46265784	528	20	10143
"PIGF"	"2"	46265257	46265784	528	20	10143
"CRIPT"	"2"	46265257	46265784	528	20	10143
"TTC7A"	"2"	46265257	46265784	528	20	10143
"SRBD1"	"2"	46265257	46265784	528	20	10143
"PELI1"	"2"	64311526	64312392	867	20	10145
"GMCL1"	"2"	70008888	70009743	856	20	10147
"AAK1"	"2"	70008888	70009743	856	20	10147
"ANXA4"	"2"	70008888	70009743	856	20	10147
"SEPT10"	"2"	110478624	110479133	510	20	10150
"SOWAHC"	"2"	110478624	110479133	510	20	10150
"AMMECR1L"	"2"	128665192	128665807	616	20	10152
"SCHLAP1"	"2"	181178643	181179394	752	20	10160
"SLC39A10"	"2"	196206302	196206911	610	20	10163
"ACADL"	"2"	211076833	211077344	512	20	10165
"RPE"	"2"	211076833	211077344	512	20	10165
"ACSL3"	"2"	223656629	223657129	501	20	10166
"LOC440934"	"2"	223656629	223657129	501	20	10166
"FARSB"	"2"	223656629	223657129	501	20	10166
"UGT1A6"	"2"	234608757	234609261	505	20	10167
"HDAC4"	"2"	240073429	240073967	539	20	10171
"LOC101928111"	"2"	240073429	240073967	539	20	10171
"CBFA2T2"	"20"	32126690	32127331	642	20	10177
"C20orf144"	"20"	32126690	32127331	642	20	10177
"ACTL10"	"20"	32126690	32127331	642	20	10177
"YWHAB"	"20"	43480100	43480618	519	20	10181
"KCNK15-AS1"	"20"	43480100	43480618	519	20	10181
"KCNK15"	"20"	43480100	43480618	519	20	10181
"NRIP1"	"21"	16251361	16251843	483	20	10185
"ARHGAP8"	"22"	45137796	45138319	524	20	10191
"BHLHE40-AS1"	"3"	4937565	4938059	495	20	10193
"BHLHE40"	"3"	4937565	4938059	495	20	10193
"TAMM41"	"3"	11811699	11812707	1009	20	10196
"VGLL4"	"3"	11811699	11812707	1009	20	10196
"TAMM41"	"3"	11845953	11846499	547	20	10197
"VGLL4"	"3"	11845953	11846499	547	20	10197
"RAF1"	"3"	12668350	12668873	524	20	10198
"RPL32"	"3"	12668350	12668873	524	20	10198
"SNORA7A"	"3"	12668350	12668873	524	20	10198
"MKRN2"	"3"	12668350	12668873	524	20	10198
"KCNH8"	"3"	19407749	19408318	570	20	10199
"THRB"	"3"	24329297	24329999	703	20	10200
"THRB-AS1"	"3"	24329297	24329999	703	20	10200
"MAP4"	"3"	48026799	48027395	597	20	10203
"ELP6"	"3"	48026799	48027395	597	20	10203
"PRKCD"	"3"	53189723	53190229	507	20	10204
"TKT"	"3"	53189723	53190229	507	20	10204
"PBRM1"	"3"	53189723	53190229	507	20	10204
"GNL3"	"3"	53189723	53190229	507	20	10204
"GLT8D1"	"3"	53189723	53190229	507	20	10204
"SPCS1"	"3"	53189723	53190229	507	20	10204
"SFMBT1"	"3"	53189723	53190229	507	20	10204
"RFT1"	"3"	53189723	53190229	507	20	10204
"WNT5A"	"3"	55648952	55649450	499	20	10205
"FLNB-AS1"	"3"	58149119	58150379	1261	20	10206
"RPP14"	"3"	58149119	58150379	1261	20	10206
"ARF4"	"3"	58149119	58150379	1261	20	10206
"ARF4-AS1"	"3"	58149119	58150379	1261	20	10206
"MAGI1-IT1"	"3"	65803334	65803873	540	20	10208
"MAGI1"	"3"	65803334	65803873	540	20	10208
"FOXP1"	"3"	71240151	71240725	575	20	10211
"FOXP1"	"3"	71707173	71707849	677	20	10212
"RYBP"	"3"	72460049	72460668	620	20	10213
"RABL3"	"3"	120245003	120245595	593	20	10219
"GTF2E1"	"3"	120245003	120245595	593	20	10219
"MYLK-AS1"	"3"	123352273	123352801	529	20	10220
"HACD2"	"3"	123352273	123352801	529	20	10220
"DNAJB8"	"3"	128054401	128055323	923	20	10222
"GATA2"	"3"	128054401	128055323	923	20	10222
"GATA2-AS1"	"3"	128054401	128055323	923	20	10222
"RUVBL1-AS1"	"3"	128054401	128055323	923	20	10222
"EEFSEC"	"3"	128054401	128055323	923	20	10222
"RUVBL1"	"3"	128054401	128055323	923	20	10222
"LXN"	"3"	158378462	158378919	458	20	10226
"RARRES1"	"3"	158378462	158378919	458	20	10226
"RSRC1"	"3"	158378462	158378919	458	20	10226
"SHOX2"	"3"	158378462	158378919	458	20	10226
"GFM1"	"3"	158378462	158378919	458	20	10226
"IFT80"	"3"	161138387	161139000	614	20	10227
"SMC4"	"3"	161138387	161139000	614	20	10227
"MIR15B"	"3"	161138387	161139000	614	20	10227
"MIR16-2"	"3"	161138387	161139000	614	20	10227
"KPNA4"	"3"	161138387	161139000	614	20	10227
"ARL14"	"3"	161138387	161139000	614	20	10227
"PPM1L"	"3"	161138387	161139000	614	20	10227
"B3GALNT1"	"3"	161138387	161139000	614	20	10227
"NMD3"	"3"	161138387	161139000	614	20	10227
"MCF2L2"	"3"	182833862	182834437	576	20	10229
"ATP11B"	"3"	182833862	182834437	576	20	10229
"KLHL24"	"3"	183479523	183480147	625	20	10230
"YEATS2"	"3"	183479523	183480147	625	20	10230
"MCF2L2"	"3"	183479523	183480147	625	20	10230
"MCCC1"	"3"	183479523	183480147	625	20	10230
"BCL6"	"3"	187938750	187939251	502	20	10231
"TBCK"	"4"	106845534	106846050	517	20	10245
"AIMP1"	"4"	106845534	106846050	517	20	10245
"SPATA5"	"4"	123764055	123764550	496	20	10249
"NUDT6"	"4"	123764055	123764550	496	20	10249
"RPS3A"	"4"	151956437	151957000	564	20	10251
"SNORD73A"	"4"	151956437	151957000	564	20	10251
"FAM198B"	"4"	158914050	158914505	456	20	10252
"TMEM144"	"4"	158914050	158914505	456	20	10252
"C4orf46"	"4"	158914050	158914505	456	20	10252
"ETFDH"	"4"	158914050	158914505	456	20	10252
"PPID"	"4"	158914050	158914505	456	20	10252
"SH3RF1"	"4"	170101210	170101861	652	20	10253
"CBR4"	"4"	170101210	170101861	652	20	10253
"SPATA4"	"4"	177164007	177164548	542	20	10255
"SPCS3"	"4"	177164007	177164548	542	20	10255
"FAM105A"	"5"	14534747	14535381	635	20	10262
"SNORD141B"	"5"	14534747	14535381	635	20	10262
"OTULIN"	"5"	14534747	14535381	635	20	10262
"LOC100130744"	"5"	14534747	14535381	635	20	10262
"SELENOP"	"5"	42819731	42820297	567	20	10264
"SMIM15"	"5"	60773507	60774031	525	20	10265
"SMIM15-AS1"	"5"	60773507	60774031	525	20	10265
"ZSWIM6"	"5"	60773507	60774031	525	20	10265
"SREK1"	"5"	65499773	65500286	514	20	10266
"MAST4-AS1"	"5"	66455881	66456434	554	20	10267
"HMGCR"	"5"	74916157	74916830	674	20	10271
"COL4A3BP"	"5"	74916157	74916830	674	20	10271
"POLK"	"5"	74916157	74916830	674	20	10271
"SLC25A48"	"5"	135193523	135194107	585	20	10277
"CSNK1A1"	"5"	148862334	148862836	503	20	10279
"ARHGEF37"	"5"	148862334	148862836	503	20	10279
"HMGXB3"	"5"	148862334	148862836	503	20	10279
"TIGD6"	"5"	148862334	148862836	503	20	10279
"GRPEL2"	"5"	148862334	148862836	503	20	10279
"GRPEL2-AS1"	"5"	148862334	148862836	503	20	10279
"PCYOX1L"	"5"	148862334	148862836	503	20	10279
"MIR145"	"5"	148862334	148862836	503	20	10279
"GALNT10"	"5"	153676223	153676988	766	20	10282
"HIPSTR"	"6"	10314698	10315252	555	20	10291
"TFAP2A-AS1"	"6"	10314698	10315252	555	20	10291
"AGPAT1"	"6"	32242052	32242483	432	20	10295
"RNF5"	"6"	32242052	32242483	432	20	10295
"MIR6833"	"6"	32242052	32242483	432	20	10295
"AGER"	"6"	32242052	32242483	432	20	10295
"PACSIN1"	"6"	34504171	34504868	698	20	10296
"SPDEF"	"6"	34504171	34504868	698	20	10296
"SNRPC"	"6"	34504171	34504868	698	20	10296
"UHRF1BP1"	"6"	34504171	34504868	698	20	10296
"ANKS1A"	"6"	34504171	34504868	698	20	10296
"TAF11"	"6"	34504171	34504868	698	20	10296
"C6orf1"	"6"	34504171	34504868	698	20	10296
"RPS10-NUDT3"	"6"	34504171	34504868	698	20	10296
"RPS10"	"6"	34504171	34504868	698	20	10296
"FBXO9"	"6"	53260267	53260931	665	20	10297
"ICK"	"6"	53260267	53260931	665	20	10297
"GCM1"	"6"	53260267	53260931	665	20	10297
"MIR5685"	"6"	53260267	53260931	665	20	10297
"ELOVL5"	"6"	53260267	53260931	665	20	10297
"PRIM2"	"6"	57148839	57149534	696	20	10299
"RAB23"	"6"	57148839	57149534	696	20	10299
"FOXO3"	"6"	108975227	108975802	576	20	10305
"MAP3K5"	"6"	136973502	136974185	684	20	10309
"LOC101928429"	"6"	136973502	136974185	684	20	10309
"PEX7"	"6"	136973502	136974185	684	20	10309
"BCLAF1"	"6"	136973502	136974185	684	20	10309
"UTRN"	"6"	144604790	144605781	992	20	10310
"SAMD5"	"6"	148454193	148454752	560	20	10312
"MIR1273C"	"6"	155147852	155148352	501	20	10315
"SCAF8"	"6"	155147852	155148352	501	20	10315
"PARK2"	"6"	163062377	163062916	540	20	10316
"PACRG"	"6"	163062377	163062916	540	20	10316
"SMOC2"	"6"	168789298	168790036	739	20	10319
"GET4"	"7"	921023	921627	605	20	10321
"GNAI1"	"7"	79913921	79914465	545	20	10332
"CYP51A1"	"7"	91671471	91671973	503	20	10337
"CYP51A1-AS1"	"7"	91671471	91671973	503	20	10337
"GATAD1"	"7"	91671471	91671973	503	20	10337
"AKAP9"	"7"	91671471	91671973	503	20	10337
"ATXN7L1"	"7"	105467571	105468031	461	20	10340
"NAMPT"	"7"	106016424	106017020	597	20	10341
"NAMPT"	"7"	106058575	106059176	602	20	10342
"BCAP29"	"7"	107510771	107511324	554	20	10344
"SLC26A3"	"7"	107510771	107511324	554	20	10344
"LOC101927974"	"7"	107510771	107511324	554	20	10344
"CBLL1"	"7"	107510771	107511324	554	20	10344
"CADPS2"	"7"	122473921	122474520	600	20	10347
"TMEM140"	"7"	134651321	134651825	505	20	10349
"AGBL3"	"7"	134651321	134651825	505	20	10349
"WDR91"	"7"	134651321	134651825	505	20	10349
"MIR6509"	"7"	134651321	134651825	505	20	10349
"HIPK2"	"7"	139727476	139728171	696	20	10351
"TBXAS1"	"7"	139727476	139728171	696	20	10351
"MNX1"	"7"	156724574	156725171	598	20	10353
"MNX1-AS1"	"7"	156724574	156725171	598	20	10353
"NOM1"	"7"	156724574	156725171	598	20	10353
"UBE3C"	"7"	156724574	156725171	598	20	10353
"MIR548V"	"8"	17471732	17472384	653	20	10355
"MTUS1"	"8"	17471732	17472384	653	20	10355
"PCM1"	"8"	17471732	17472384	653	20	10355
"ASAH1"	"8"	17471732	17472384	653	20	10355
"LOC101929066"	"8"	17471732	17472384	653	20	10355
"PDGFRL"	"8"	17471732	17472384	653	20	10355
"SDAD1P1"	"8"	26317734	26318255	522	20	10357
"BNIP3L"	"8"	26317734	26318255	522	20	10357
"FAM183CP"	"8"	29171930	29172655	726	20	10359
"SARAF"	"8"	29171930	29172655	726	20	10359
"DCTN6"	"8"	29171930	29172655	726	20	10359
"KIF13B"	"8"	29171930	29172655	726	20	10359
"SMIM18"	"8"	30284822	30285359	538	20	10360
"GTF2E2"	"8"	30284822	30285359	538	20	10360
"GSR"	"8"	30284822	30285359	538	20	10360
"SARAF"	"8"	30284822	30285359	538	20	10360
"DCTN6"	"8"	30284822	30285359	538	20	10360
"PCMTD1"	"8"	53006395	53006938	544	20	10362
"TPD52"	"8"	80978362	80979121	760	20	10369
"TPD52"	"8"	80981946	80982546	601	20	10370
"CPNE3"	"8"	87429222	87429695	474	20	10372
"RMDN1"	"8"	87429222	87429695	474	20	10372
"NDUFAF6"	"8"	95980195	95980762	568	20	10373
"CCNE2"	"8"	95980195	95980762	568	20	10373
"TP53INP1"	"8"	95980195	95980762	568	20	10373
"LOC100132813"	"8"	110648232	110648846	615	20	10376
"PVT1"	"8"	128888884	128889493	610	20	10379
"MIR1204"	"8"	128888884	128889493	610	20	10379
"MIR1207"	"8"	128888884	128889493	610	20	10379
"CCAT1"	"8"	128888884	128889493	610	20	10379
"CASC11"	"8"	128888884	128889493	610	20	10379
"MYC"	"8"	128888884	128889493	610	20	10379
"SPATA6L"	"9"	4599928	4600528	601	20	10382
"PLPP6"	"9"	4599928	4600528	601	20	10382
"ZDHHC21"	"9"	14477907	14478462	556	20	10385
"RNF38"	"9"	36251403	36251817	415	20	10390
"GNE"	"9"	36251403	36251817	415	20	10390
"RPSAP9"	"9"	79030378	79030978	601	20	10393
"GCNT1"	"9"	79030378	79030978	601	20	10393
"C12orf65"	"12"	123656409	123656922	514	20	10395
"MPHOSPH9"	"12"	123656409	123656922	514	20	10395
"CDK2AP1"	"12"	123656409	123656922	514	20	10395
"LOC101927415"	"12"	123656409	123656922	514	20	10395
"TMED2"	"12"	123656409	123656922	514	20	10395
"DDX55"	"12"	123656409	123656922	514	20	10395
"ABCB9"	"12"	123656409	123656922	514	20	10395
"OGFOD2"	"12"	123656409	123656922	514	20	10395
"ARL6IP4"	"12"	123656409	123656922	514	20	10395
"LOC100507091"	"12"	123656409	123656922	514	20	10395
"PITPNC1"	"17"	65635765	65636306	542	20	10396
"PSMD12"	"17"	65635765	65636306	542	20	10396
"NOL11"	"17"	65635765	65636306	542	20	10396
"SLX4IP"	"20"	10485500	10485985	486	20	10398
"MKKS"	"20"	10485500	10485985	486	20	10398
"PRKAA1"	"5"	39633281	39633831	551	20	10399
"C6orf52"	"6"	10613319	10613852	534	20	10400
"PAK1IP1"	"6"	10613319	10613852	534	20	10400
"ALG2"	"9"	101904362	101904936	575	20	10403
"SEC61B"	"9"	101904362	101904936	575	20	10403
"TGFBR1"	"9"	101904362	101904936	575	20	10403
"RPS6KA3"	"X"	20489422	20489982	561	20	10412
"POLA1"	"X"	24679389	24679911	523	20	10413
"PCYT1B-AS1"	"X"	24679389	24679911	523	20	10413
"SLC35A2"	"X"	48449649	48450289	641	20	10416
"TSC22D3"	"X"	106920179	106920737	559	20	10417
"MORC4"	"X"	106920179	106920737	559	20	10417
"KCNK1"	"1"	233840645	233841254	610	20	10420
"MIR4427"	"1"	233840645	233841254	610	20	10420
"CFAP74"	"1"	2016408	2017016	609	19	10422
"PRKCZ"	"1"	2016408	2017016	609	19	10422
"LOC105378591"	"1"	2016408	2017016	609	19	10422
"SLC45A1"	"1"	8249955	8250508	554	19	10424
"ERRFI1"	"1"	8249955	8250508	554	19	10424
"DHRS3"	"1"	12588295	12588845	551	19	10425
"UBR4"	"1"	19392743	19393345	603	19	10427
"LOC101927895"	"1"	19392743	19393345	603	19	10427
"ALDH4A1"	"1"	19392743	19393345	603	19	10427
"MIR1290"	"1"	19392743	19393345	603	19	10427
"IFFO2"	"1"	19392743	19393345	603	19	10427
"USP48"	"1"	22283293	22284199	907	19	10428
"WNT4"	"1"	22740643	22741254	612	19	10429
"ZNF436"	"1"	23703547	23704251	705	19	10430
"ZNF436-AS1"	"1"	23703547	23704251	705	19	10430
"MATN1"	"1"	31148429	31149158	730	19	10432
"MATN1-AS1"	"1"	31148429	31149158	730	19	10432
"SRSF4"	"1"	31148429	31149158	730	19	10432
"TRIT1"	"1"	40316151	40316779	629	19	10434
"MYCL"	"1"	40316151	40316779	629	19	10434
"MFSD2A"	"1"	40316151	40316779	629	19	10434
"CAP1"	"1"	40316151	40316779	629	19	10434
"SCMH1"	"1"	41511443	41512569	1127	19	10435
"CTPS1"	"1"	41511443	41512569	1127	19	10435
"GLIS1"	"1"	53977708	53978397	690	19	10437
"JUN"	"1"	59350752	59351443	692	19	10439
"LINC01135"	"1"	59350752	59351443	692	19	10439
"JUN"	"1"	59408445	59409001	557	19	10440
"LINC01135"	"1"	59408445	59409001	557	19	10440
"ZZZ3"	"1"	78139916	78140501	586	19	10444
"ZNHIT6"	"1"	86283879	86284429	551	19	10445
"LOC729970"	"1"	95428446	95429051	606	19	10448
"CNN3"	"1"	95428446	95429051	606	19	10448
"ENSA"	"1"	150533713	150534222	510	19	10449
"GOLPH3L"	"1"	150533713	150534222	510	19	10449
"SETDB1"	"1"	150533713	150534222	510	19	10449
"APH1A"	"1"	150533713	150534222	510	19	10449
"C1orf54"	"1"	150533713	150534222	510	19	10449
